id,ten_dau_viec,nhom,phong_chinh,phong_phoi_hop,bat_dau,ket_thuc,trang_thai,so_lan_nhac,ghi_chu,nguon_van_ban,dinh_ky
356,"KHTH rà soát 100% bệnh nhân GMHS phải đầy đủ biên bản hội chẩn đúng quy định, trong đó có BB Hội chẩn với GMHS CS1",chuyen_mon,KHTH,GMHS,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
357,KHTH triển khai khám YHCT và PHCN cho người bệnh nội trú; khoa lâm sàng mời BS PHCN/YHCT khám và chỉ định tập,chuyen_mon,KHTH,YHCT|PHCN,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
358,KHTH gửi công văn học tập Nội soi Tiêu hóa và TMH tại BV Bình Dân; tổng hợp báo cáo nội dung phù hợp để triển khai tại CS2,quan_ly_khac,KHTH,,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
359,KHTH + Điều dưỡng xem xét quy chế thời gian đeo lắc tay và trang bị đồng phục nhập viện cho bệnh nhân tại Cấp cứu,chuyen_mon,KHTH,Điều dưỡng,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
360,TCCB + KHTH phối hợp BV Nguyễn Tri Phương về hợp tác điều trị bệnh nhân Nội tại CS2 (2-3 ngày/tuần),quan_ly_khac,TCCB,KHTH,2026-04-03,2026-04-10,dang_thuc_hien,1,,Biên bản 2026-04-03,1
361,"KHTH + Điều dưỡng + HCQT rà soát chỉnh sửa bảng thông tin phòng họp Cấp cứu (BN nặng, số NB và NV toàn viện từng khoa theo ngày)",hanh_chanh,KHTH,Điều dưỡng|HCQT,2026-04-03,2026-04-17,da_hoan_thanh,1,Thực hiện mỗi ngày,Biên bản 2026-04-03,0
362,"KHTH + TCCB báo cáo nội dung nhà đại thể CS2, lưu ý các vấn đề pháp lý; trao đổi kinh nghiệm với BV LVT và BV Nguyễn Tri Phương",quan_ly_khac,KHTH,TCCB,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
363,Triển khai khu G tầng trệt làm khu Nội trú vào 10/04/2026,hanh_chanh,HCQT,KHTH,2026-04-03,2026-04-10,da_hoan_thanh,1,,Biên bản 2026-04-03,0
364,"Bs Lan Hương (TCCB) và Cn Nhân (TCKT) lên kế hoạch tìm kiếm khách hàng khám đoàn tại CS2 (giáo dục, TNXP, ban ngành, cơ quan địa phương)",quan_ly_khac,TCCB,TCKT,2026-04-03,2026-04-10,tre_deadline,1,,Biên bản 2026-04-03,0
365,Điều dưỡng + KHTH tăng cường TTGDSK Nuôi con bằng sữa loài người (Human milk); 100% trẻ sinh tại CS2 được hướng dẫn,chuyen_mon,Điều dưỡng,KHTH,2026-04-03,2026-03-24,da_hoan_thanh,1,,Biên bản 2026-04-03,0
366,HCQT lên lịch kiểm tra và chạy thử định kỳ máy phát điện dự phòng,hanh_chanh,HCQT,,2026-04-10,2026-04-17,da_hoan_thanh,1,,Biên bản 2026-04-10,0
367,KSNK + HCQT rà soát đảm bảo lối đi của bệnh nhân không chung với lối đi để đồ rác thải,hanh_chanh,KSNK,HCQT,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
368,"HCQT + Điều dưỡng giám sát nhân sự vệ sinh quét dọn, khử khuẩn định kỳ ít nhất 02 lần/ngày (phòng khám và khu nghỉ nhân viên)",hanh_chanh,HCQT,Điều dưỡng,2026-04-10,2026-04-17,da_hoan_thanh,1,,Biên bản 2026-04-10,1
369,"KHTH lập kế hoạch và giám sát điều trị cá thể cho người cao tuổi với bệnh lý nền (ĐTĐ, Tim mạch, Suy thận, Suyễn, nhiễm trùng)",chuyen_mon,KHTH,,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
370,KHTH nghiên cứu mô hình bệnh tật đặc thù khu vực Cần Giờ để xây dựng phác đồ tiếp nhận và điều trị phù hợp,chuyen_mon,KHTH,,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
371,Bố trí BS Nhi tại khoa Sản để thực hiện tầm soát sơ sinh ngay sau khi trẻ ra đời,chuyen_mon,KHTH,,2026-04-10,2026-04-17,dang_thuc_hien,1,,Biên bản 2026-04-10,1
372,KHTH phối hợp VLT-PHCN CS1 cử nhân sự chuyên trách hỗ trợ trẻ em có nhu cầu can thiệp tại CS2,chuyen_mon,KHTH,TCCB,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
373,CTXH + Điều dưỡng + KHTH thiết kế tờ rơi hướng dẫn chăm sóc trẻ sau xuất viện kèm lịch chích ngừa cụ thể,quan_ly_khac,CTXH,Điều dưỡng|KHTH,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
374,"KHTH đầu mối + Điều dưỡng + HCQT + VTTBYT báo cáo tồn tại, nhận xét và định hướng công việc tháng 04/2026 gửi BGĐ",quan_ly_khac,KHTH,Điều dưỡng|HCQT|VTTBYT,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
375,"CNTT + Điều dưỡng thiết lập hoàn chỉnh hệ thống cấp số thứ tự tự động tại PK, X-Quang, XN và Siêu âm",quan_ly_khac,CNTT,Điều dưỡng,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
376,Điều dưỡng giám sát trang phục người bệnh; tuyệt đối không để bệnh nhân không mặc áo trong quá trình lưu trú,chuyen_mon,Điều dưỡng,,2026-04-10,2026-04-10,da_hoan_thanh,1,,Biên bản 2026-04-10,1
377,CTXH + Điều dưỡng đẩy mạnh quảng bá sự phối hợp giữa BV Từ Dũ và BV Nhi đồng TP tại khu vực phòng khám,quan_ly_khac,CTXH,Điều dưỡng,2026-04-10,2026-04-17,tre_deadline,1,,Biên bản 2026-04-10,0
378,KHTH sắp xếp lịch trực điều trị đảm bảo nhân sự trực đêm BS nội trú ổn định dưới sự giám sát của Bs Thúy Phượng,quan_ly_khac,KHTH,,2026-04-10,2026-04-17,dang_thuc_hien,1,,Biên bản 2026-04-10,1
379,"Công đoàn + Điều dưỡng phát động phong trào thể dục thể thao (bóng đá, nhảy dây); chuẩn bị Hội thao chào mừng lễ 30/04",quan_ly_khac,Công Đoàn,Điều dưỡng,2026-04-10,2026-04-24,da_hoan_thanh,1,,Biên bản 2026-04-10,0
380,"KHTH phân tích và giám sát kế hoạch điều trị từng ca: bệnh nặng, đa chấn thương, thận nhân tạo",chuyen_mon,KHTH,,2026-04-13,2026-04-20,dang_thuc_hien,1,,Biên bản 2026-04-13,1
381,"KHTH + Cấp cứu + Ngoại rút kinh nghiệm 3 ca chuyển viện: viêm ruột thừa, tiêm xương, tiêm mắt; rà soát lý do (thiếu thuốc hay ngoài danh mục)",chuyen_mon,KHTH,K.Cấp cứu|K.Ngoại,2026-04-13,2026-04-15,tre_deadline,1,,Biên bản 2026-04-13,0
382,KHTH triển khai điều trị và khám toàn diện cá thể hóa cho bệnh nhân trên 65 tuổi từ 13/04/2026,chuyen_mon,KHTH,,2026-04-13,2026-04-17,dang_thuc_hien,1,,Biên bản 2026-04-13,1
383,KHTH triển khai chăm sóc giảm nhẹ cho người già và suy đa cơ quan; tổ chức đi học tập khảo sát và trình KH triển khai cụ thể,chuyen_mon,KHTH,,2026-04-13,2026-05-02,tre_deadline,1,,Biên bản 2026-04-13,0
384,CTXH tăng cường truyền thông nội soi tiêu hóa và nội soi Răng hàm mặt tại CS2,quan_ly_khac,CTXH,,2026-04-13,2026-04-20,tre_deadline,1,,Biên bản 2026-04-13,0
385,HCQT lắp camera khu nhà nhân viên hướng cổng vào,hanh_chanh,HCQT,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
386,HCQT + TNXP rà soát phương tiện để sai vị trí (CC/phòng khám/nhà ăn NV/khu D-G),hanh_chanh,HCQT,Thanh Niên Xung Phong,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
387,KHTH + Điều dưỡng + HCQT làm bảng thông tin trực phòng họp CC (lãnh đạo/BS/ĐD/hotline),hanh_chanh,KHTH,Điều dưỡng|HCQT,2026-04-21,2026-04-17,da_hoan_thanh,1,Đã hoàn thành,Biên bản 2026-04-21,0
388,HCQT rà soát/đánh số/tập kết tủ và bồn Inox toàn viện và báo cáo số lượng,hanh_chanh,HCQT,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
389,HCQT làm tờ trình triển khai đơn vị làm sạch (tối thiểu 8 nhân sự) cho TCCB và BGĐ,quan_ly_khac,HCQT,Điều dưỡng|TCCB,2026-04-21,2026-04-28,da_hoan_thanh,1,,Biên bản 2026-04-21,0
390,KHTH giám sát bệnh nhân chuyển viện đã làm Bilan tổng thể,chuyen_mon,KHTH,,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
391,KHTH giám sát ghi nhận bệnh nền rõ ràng chi tiết (không ghi mơ hồ),chuyen_mon,KHTH,,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
392,KHTH + Điều dưỡng giám sát đánh giá bệnh án Thận nhân tạo (cá thể hóa kế hoạch chạy thận/Bilan/biến chứng),chuyen_mon,KHTH,Điều dưỡng,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
393,KHTH + Điều dưỡng báo cáo tiến độ triển khai hoạt động sau học tập TNT tại BV LVT (chăm sóc chuyên sâu theo nhóm),chuyen_mon,KHTH,Điều dưỡng,2026-04-21,2026-05-18,da_hoan_thanh,1,,Biên bản 2026-04-21,0
394,TCCB + KHTH giám sát tuân thủ phác đồ điều trị và phác đồ khám toàn diện,chuyen_mon,TCCB,KHTH,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
395,KHTH báo cáo giám sát khám toàn diện thời gian thực buổi sáng (số ca/bác sĩ/bệnh can thiệp),quan_ly_khac,KHTH,,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
396,KHTH báo cáo phân tích chi tiết các ca tai nạn lao động/giao thông/sinh hoạt,quan_ly_khac,KHTH,,2026-04-21,2026-04-28,dang_thuc_hien,2,Nhắc lại trong BB 2026-05-05,Biên bản 2026-04-21,1
397,KHTH báo cáo ngày triển khai nội soi tiêu hóa và số lượng/cách thức thực hiện,chuyen_mon,KHTH,,2026-04-21,2026-05-12,da_hoan_thanh,1,"Ngày triển khai: 12/5/2026
Tới ngày 18/5/2026: đã thực hiện 06 ca. Trong đó 2 ca NS dạ dày và đại tràng. 4 ca nội soi dạ dày.",Biên bản 2026-04-21,0
398,KHTH kiểm soát quy trình nhà đại thể và báo cáo (cách hoạt động/luồng di chuyển/liên hệ sự việc),quan_ly_khac,KHTH,,2026-04-21,2026-04-28,dang_thuc_hien,1,,Biên bản 2026-04-21,1
399,KHTH xây dựng Bilan cho BN bán cấp cứu,chuyen_mon,KHTH,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
400,KHTH xây dựng Bilan Shock nhiễm trùng (CLS/LS 24h/chia độ shock/phác đồ chi tiết kiểm tra lại),chuyen_mon,KHTH,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
401,TCCB + KHTH + Điều dưỡng điều nhân sự Sơ sinh CS1 bổ sung trực đêm khoa Nhi CS2,quan_ly_khac,TCCB,KHTH|Điều dưỡng,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
402,KHTH sắp xếp BS GMHS học tập tại khoa CC và khám nội,chuyen_mon,KHTH,GMHS,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
403,KHTH rà soát bảng checklist khám toàn diện (phối hợp các bộ phận và phòng khám CK),chuyen_mon,KHTH,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
404,KHTH xây dựng bộ CLS thường quy theo triệu chứng/ICD bệnh,chuyen_mon,KHTH,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
405,KHTH + Dược + YHCT triển khai thuốc thang/thuốc bốc tại CS2 (quy trình/vận chuyển/lưu trữ/hẹn BN),chuyen_mon,KHTH,Dược|YHCT,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
406,Điều dưỡng + CTXH thiết kế Poster nuôi con bằng sữa mẹ Human Milk (dạ dày trẻ sơ sinh tại hậu sản/GMHS/Nhi),quan_ly_khac,Điều dưỡng,CTXH,2026-04-21,2026-04-21,da_hoan_thanh,1,,Biên bản 2026-04-21,0
407,KHTH + Điều dưỡng + HCQT + VTTBYT rà soát TB KL họp T1-4/2026 và báo cáo hạng mục chưa/đang triển khai,quan_ly_khac,KHTH,Điều dưỡng|HCQT|VTTBYT,2026-04-21,2026-04-28,tre_deadline,1,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (KHTH),Biên bản 2026-04-21,0
408,Điều dưỡng + HCQT giám sát đồng phục NB (áo người bệnh) và người nhà (áo vàng) đúng quy định,quan_ly_khac,Điều dưỡng,HCQT,2026-04-21,2026-04-21,da_hoan_thanh,1,,Biên bản 2026-04-21,1
409,VTTBYT + HCQT rà soát kho TTB không nhận - niêm phong và khóa (ghi ngày + chữ ký),hanh_chanh,VTTBYT,HCQT,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
410,VTTBYT rà soát TTB phòng mổ và chuyển vào phòng mổ,hanh_chanh,VTTBYT,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
411,VTTBYT + HCQT làm tờ trình di dời máy CT scan (nội dung/ai thực hiện/thời gian/chi phí/phương án bảo quản),hanh_chanh,VTTBYT,HCQT,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
412,KHTH báo cáo ca chuyển viện có thể giữ lại sau khi CT hoạt động và đánh giá hiệu quả Q2/Q3,quan_ly_khac,KHTH,,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
413,KHTH + Điều dưỡng + CTXH trình kế hoạch có bệnh nhân dùng máy CT (tính khả thi và thực tế),quan_ly_khac,KHTH,Điều dưỡng|CTXH,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
414,KSNK + VTTBYT học tập BV LVT xử lý đồ vải; báo cáo công suất CS2 và khả năng nâng công suất,quan_ly_khac,KSNK,VTTBYT,2026-04-21,2026-04-28,tre_deadline,1,,Biên bản 2026-04-21,0
415,Điều dưỡng chuẩn bị báo cáo CS1 về lưu đồ in toa thuốc tập trung và lưu đồ khoa khám bệnh,quan_ly_khac,Điều dưỡng,,2026-04-21,2026-04-21,da_hoan_thanh,1,,Biên bản 2026-04-21,0
416,TCCB + KHTH + Điều dưỡng + HCQT + CTXH triển khai mổ đục thủy tinh thể (CS2 chủ trì: tiếp nhận đến hậu phẫu và tư vấn tái khám),chuyen_mon,TCCB,KHTH|Điều dưỡng|HCQT|CTXH,2026-04-21,2026-04-28,da_hoan_thanh,1,⚠️ Báo cáo từ phòng phối hợp (HCQT) — cần kiểm tra lại với phòng chính (TCCB),Biên bản 2026-04-21,0
417,VTTBYT + HCQT làm tờ trình vị trí đặt máy CT (phù hợp vận hành/phục vụ CC/tiết kiệm tài nguyên),quan_ly_khac,VTTBYT,HCQT,2026-05-05,2026-05-05,tre_deadline,1,,Biên bản 2026-05-05,0
418,VTTBYT + HCQT quy hoạch khu Chẩn đoán hình ảnh trên bản vẽ mặt bằng (TTB/lưu đồ BN/ổ điện-mạng/bàn ghế/máy lạnh),hanh_chanh,VTTBYT,HCQT,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
419,VTTBYT sửa gấp máy CRAM báo cáo 08/05/2026,hanh_chanh,VTTBYT,,2026-05-05,2026-05-08,tre_deadline,1,,Biên bản 2026-05-05,0
420,VTTBYT trang bị gấp máy Xquang Panorama và Xquang chóp răng báo cáo 08/05/2026,hanh_chanh,VTTBYT,,2026-05-05,2026-05-08,tre_deadline,1,,Biên bản 2026-05-05,0
421,KHTH + VTTBYT + HCQT xây dựng phương án Can thiệp nội mạch (TTB/bố trí mặt bằng/luồng BN/nhân sự),quan_ly_khac,KHTH,VTTBYT|HCQT,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
422,KHTH trình KPI nội soi tiêu hóa (ít nhất 10 ca/tuần) và ngày triển khai ca đầu tiên,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
423,KHTH giám sát BS GMHS khám nội (ít nhất 30% tổng số BN nội),chuyen_mon,KHTH,GMHS,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
424,KHTH + BS Thúy Phượng mô tả nhiệm vụ và vị trí việc làm cụ thể của 5 BS BV TD (sáng/chiều/tối); báo cáo 12/05,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
425,KHTH + HCQT triển khai thêm phòng khám hội chẩn Nội (BS Nguyễn Tri Phương ≥2 ngày/tuần đông bệnh) + phương án hẹn/điều phối,chuyen_mon,KHTH,HCQT,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
426,KHTH trình phương án tăng cường khám toàn diện hàng tuần (nội/ngoại trú/phân tích tuân thủ/khắc phục),quan_ly_khac,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
427,XN + VTTBYT + KHTH + TCKT triển khai đặt máy demo khí máu động mạch và lactate phục vụ CC và ngoại trú,chuyen_mon,XN,VTTBYT|KHTH|TCKT,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
428,KHTH tăng cường tầm soát ung thư (tiền liệt tuyến/UT vú/UT CTC),chuyen_mon,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
429,KHTH triển khai điều trị trong ngày cho bệnh lý không lây,chuyen_mon,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
430,KHTH triển khai khám dinh dưỡng và báo cáo số ca hàng tuần,chuyen_mon,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
431,Báo cáo tuần: tóm tắt/nhận xét/đề xuất (≥3 đề xuất khả thi) được PGĐ duyệt trước khi trình GĐ,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
432,Báo cáo chi tiết mỗi tuần những khó khăn BHYT cần ý kiến chỉ đạo,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
433,Các trường hợp BHYT bị từ chối/lỗi phải xử lý xong trong 24 giờ,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
434,KHTH trình tờ trình chương trình với 4 trạm y tế địa bàn (chuyên môn/truyền thông/xã hội nhân đạo) ngày 08/05,quan_ly_khac,KHTH,,2026-05-05,2026-05-08,tre_deadline,1,,Biên bản 2026-05-05,0
435,Điều dưỡng + BS Trưởng CC cải tiến tiếp nhận CC chuyên nghiệp (đồng phục BN/người nhà/lắc tay),chuyen_mon,Điều dưỡng,K.Cấp cứu,2026-05-05,2026-05-11,da_hoan_thanh,1,,Biên bản 2026-05-05,0
436,KHTH + Điều dưỡng + CNTT quản lý quy trình khám bệnh (thời gian chờ mỗi khâu/hoàn thiện QT/truyền thông thông tin),quan_ly_khac,KHTH,Điều dưỡng|CNTT|CTXH,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
437,Điều dưỡng + KHTH + HCQT triển khai chăm sóc khách hàng toàn diện (giải quyết và báo cáo trong 24h),quan_ly_khac,Điều dưỡng,KHTH|HCQT,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
438,Điều dưỡng tăng cường đa dạng hóa kênh tiếp cận để hiểu tâm tư người bệnh,quan_ly_khac,Điều dưỡng,,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
439,KHTH đầu mối trình kế hoạch gia tăng dịch vụ (nội soi/CT/ngoại trú/khám toàn diện/khám đoàn) ngày 12/05,quan_ly_khac,KHTH,,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
440,Điều dưỡng giám sát và nâng cao hình ảnh chuyên nghiệp NVYT và BN/người nhà (đặc biệt khu CC),quan_ly_khac,Điều dưỡng,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
441,TCCB bổ sung nhân sự BV TD chiếm 50% tại CC/TNT/HSCC/Mắt/RHM/TMH/PHCN/YHCT trong Q2/2026; trình phương án 08.05,quan_ly_khac,TCCB,,2026-05-05,2026-05-08,tre_deadline,1,,Biên bản 2026-05-05,0
442,TCCB triển khai đào tạo nhân sự sử dụng thành thạo máy CT trước 26/05 (BV LVT/Chợ Rẫy/Hòa Hảo),quan_ly_khac,TCCB,,2026-05-05,2026-05-26,dang_thuc_hien,1,,Biên bản 2026-05-05,0
443,KHTH + Điều dưỡng + TCCB vẽ sơ đồ nhân sự từng khoa (tên cụ thể BS/ĐD/HS/KTV),quan_ly_khac,KHTH,Điều dưỡng|TCCB,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
444,TCCB rà soát nhân sự CS2 cần truyền tải năng lượng tích cực,quan_ly_khac,TCCB,,2026-05-05,2026-05-12,tre_deadline,1,,Biên bản 2026-05-05,0
445,TCCB + KHTH + Điều dưỡng bố trí lịch trực/làm việc đúng chính sách; ngày nghỉ/lễ/Tết chu đáo,quan_ly_khac,TCCB,KHTH|Điều dưỡng,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
446,TCCB rà soát và giám sát nhân sự luân chuyển công tác cần có biên bản bàn giao công việc gửi về TCCB,quan_ly_khac,TCCB,,2026-05-05,2026-05-12,dang_thuc_hien,1,,Biên bản 2026-05-05,1
